Time,Current
19:37:01,517.0
19:37:02,534.4
19:37:03,532.9
19:37:04,615.9
19:37:05,562.4
19:37:06,613.3
19:37:07,483.1
19:37:08,590.0
19:37:09,570.4
19:37:10,596.4
19:37:11,611.1
19:37:12,711.4
19:37:13,551.7
19:37:14,679.8
19:37:15,554.8
19:37:16,617.4
19:37:17,482.7
19:37:18,484.5
19:37:19,535.7
19:37:20,597.8
19:37:21,560.9
19:37:22,536.6
19:37:23,538.8
19:37:24,635.6
19:37:25,541.1
19:37:26,539.5
19:37:27,619.3
19:37:28,679.6
19:37:29,609.3
19:37:30,596.0
19:37:31,621.0
19:37:32,713.9
19:37:33,567.4
19:37:34,562.9
19:37:35,640.1
19:37:36,617.9
19:37:37,648.9
19:37:38,610.1
19:37:39,565.7
19:37:40,657.5
19:37:41,478.0
19:37:42,488.2
19:37:43,567.4
19:37:44,589.8
19:37:45,560.3
19:37:46,559.9
19:37:47,635.4
19:37:48,723.8
19:37:49,568.1
19:37:50,650.4
19:37:51,610.5
19:37:52,604.1
19:37:53,629.2
19:37:54,592.5
19:37:55,614.9
19:37:56,732.6
19:37:57,591.4
19:37:58,723.9
19:37:59,625.3
19:38:00,643.3
19:38:01,678.3
19:38:02,670.3
19:38:03,606.1
19:38:04,640.6
19:38:05,548.1
19:38:06,502.8
19:38:07,624.4
19:38:08,621.4
19:38:09,677.9
19:38:10,624.4
19:38:11,604.0
19:38:12,815.5
19:38:13,602.2
19:38:14,549.8
19:38:15,581.1
19:38:16,626.2
19:38:17,570.4
19:38:18,691.4
19:38:19,714.6
19:38:20,488.8
19:38:21,486.2
19:38:22,435.4
19:38:23,458.1
19:38:24,508.5
19:38:25,487.9
19:38:26,440.8
19:38:27,469.4
19:38:28,515.5
19:38:29,516.5
19:38:30,442.8
19:38:31,449.9
19:38:32,492.8
19:38:33,438.4
19:38:34,437.4
19:38:35,540.3
19:38:36,509.8
19:38:37,442.7
19:38:38,443.1
19:38:39,543.5
19:38:40,455.3
19:38:41,456.4
19:38:42,525.1
19:38:43,524.6
19:38:44,438.6
19:38:45,435.0
19:38:46,497.0
19:38:47,483.2
19:38:48,443.5
19:38:49,466.7
19:38:50,503.8
19:38:51,485.5
19:38:52,455.5
19:38:53,467.4
19:38:54,537.3
19:38:55,513.0
19:38:56,443.7
19:38:57,448.5
19:38:58,550.6
19:38:59,505.6
19:39:00,488.2
19:39:01,505.3
19:39:02,622.8
19:39:03,505.7
19:39:04,563.5
19:39:05,609.4
19:39:06,631.7
19:39:07,648.0
19:39:08,623.2
19:39:09,636.8
19:39:10,637.0
19:39:11,608.9
19:39:12,489.8
19:39:13,497.4
19:39:14,572.2
19:39:15,580.8
19:39:16,646.3
19:39:17,548.3
19:39:18,635.2
19:39:19,708.0
19:39:20,547.2
19:39:21,614.7
19:39:22,617.0
19:39:23,594.1
19:39:24,550.9
19:39:25,588.5
19:39:26,616.1
19:39:27,485.5
19:39:28,485.8
19:39:29,686.1
19:39:30,552.5
19:39:31,677.8
19:39:32,628.5
19:39:33,635.5
19:39:34,624.7
19:39:35,583.2
19:39:36,612.0
19:39:37,648.4
19:39:38,608.4
19:39:39,667.1
19:39:40,668.0
19:39:41,560.9
19:39:42,635.4
19:39:43,609.1
19:39:44,572.9
19:39:45,558.9
19:39:46,551.2
19:39:47,616.4
19:39:48,526.0
19:39:49,530.6
19:39:50,523.6
19:39:51,545.1
19:39:52,622.8
19:39:53,725.0
19:39:54,647.1
19:39:55,545.1
19:39:56,537.1
19:39:57,554.2
19:39:58,556.1
19:39:59,503.2
19:40:00,554.0
19:40:01,609.0
19:40:02,628.4
19:40:03,658.1
19:40:04,689.9
19:40:05,600.4
19:40:06,610.4
19:40:07,599.4
19:40:08,683.5
19:40:09,616.1
19:40:10,688.6
19:40:11,632.9
19:40:12,610.6
19:40:13,626.7
